category,s3_json_path,s3_image_path
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16636.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16636.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08198.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08198.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00432.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00432.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13866.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13866.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01019.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01019.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05105.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05105.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04601.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04601.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08516.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08516.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01842.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01842.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11791.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11791.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02990.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02990.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14245.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14245.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16173.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16173.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11275.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11275.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01918.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01918.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05480.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05480.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13741.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13741.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10132.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10132.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16867.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16867.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14294.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14294.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03268.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03268.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08122.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08122.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12189.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12189.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05582.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05582.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03836.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03836.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11218.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11218.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01948.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01948.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06432.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06432.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00908.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00908.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14626.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14626.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12279.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12279.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15870.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15870.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01367.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01367.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Eumseong_Normal_00499.json,images/SolarPanel/Normal/PanelFront/2025_Eumseong_Normal_00499.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14730.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14730.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10465.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10465.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07909.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07909.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06064.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06064.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06292.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06292.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16667.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16667.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01601.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01601.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05660.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05660.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08849.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08849.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11401.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11401.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15589.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15589.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10766.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10766.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11247.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11247.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03362.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03362.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02244.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02244.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02545.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02545.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12746.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12746.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09651.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09651.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15061.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15061.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00815.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00815.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00127.json,images/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00127.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03753.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03753.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15846.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15846.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14989.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14989.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04811.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04811.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12416.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12416.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04628.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04628.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14976.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14976.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00788.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00788.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06153.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06153.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12289.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12289.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15487.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_15487.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14237.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14237.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09909.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09909.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08052.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08052.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_17135.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_17135.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14419.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14419.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03649.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03649.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00627.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00627.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13469.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13469.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08927.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08927.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13500.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13500.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10949.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10949.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16602.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16602.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16555.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_16555.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00151.json,images/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00151.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12474.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12474.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07264.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07264.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09304.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09304.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08442.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08442.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12396.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12396.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12460.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12460.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11957.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11957.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01299.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01299.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01320.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01320.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00006.json,images/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00006.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00310.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00310.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00113.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00113.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00051.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00051.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00974.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00974.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00165.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00165.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jeongjong_Positive_00114.json,images/SolarPanel/Positive/PanelFront/2025_Jeongjong_Positive_00114.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01226.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01226.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00210.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00210.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00068.json,images/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00068.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01295.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01295.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00076.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00076.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00713.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00713.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00193.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00193.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01301.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01301.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00378.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00378.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00246.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00246.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuseongeup_Positive_00005.json,images/SolarPanel/Positive/PanelFront/2025_Jejuseongeup_Positive_00005.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00011.json,images/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00011.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00455.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00455.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00043.json,images/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00043.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01207.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01207.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00072.json,images/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00072.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00127.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00127.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01229.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01229.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00437.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00437.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuwimi_Positive_00030.json,images/SolarPanel/Positive/PanelFront/2025_Jejuwimi_Positive_00030.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00001.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00001.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00098.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00098.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00306.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00306.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00065.json,images/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00065.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00548.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00548.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00145.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00145.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00035.json,images/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00035.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuseongeup_Positive_00020.json,images/SolarPanel/Positive/PanelFront/2025_Jejuseongeup_Positive_00020.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01375.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01375.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00823.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00823.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00044.json,images/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00044.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00072.json,images/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00072.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01484.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01484.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01296.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01296.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00130.json,images/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00130.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jukahm_Positive_00044.json,images/SolarPanel/Positive/PanelFront/2025_Jukahm_Positive_00044.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01584.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01584.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00510.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00510.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_GyeonggiGwangju_Positive_00014.json,images/SolarPanel/Positive/PanelFront/2025_GyeonggiGwangju_Positive_00014.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00835.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00835.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00025.json,images/SolarPanel/Positive/PanelFront/2025_Jejutosan_Positive_00025.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00096.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00096.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00137.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00137.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01511.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01511.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01557.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01557.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00028.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00028.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00084.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00084.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01152.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01152.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00841.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00841.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00414.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00414.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00128.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00128.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00027.json,images/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00027.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01007.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01007.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00008.json,images/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00008.jpg
