category,s3_json_path,s3_image_path
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05362.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05362.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10576.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10576.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00135.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00135.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11056.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11056.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00106.json,images/SolarPanel/Normal/PanelFront/2025_Jejugasi_Normal_00106.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07079.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07079.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Icheon_Normal_00205.json,images/SolarPanel/Normal/PanelFront/2025_Icheon_Normal_00205.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02402.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02402.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09563.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09563.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10036.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10036.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00772.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00772.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01595.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01595.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06066.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06066.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08808.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08808.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11895.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11895.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00475.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00475.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07223.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07223.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11473.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11473.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04979.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04979.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00249.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00249.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09217.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09217.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08041.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08041.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11503.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11503.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10563.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10563.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05211.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05211.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13767.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13767.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07067.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07067.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10944.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10944.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09347.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09347.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04547.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04547.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03835.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03835.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04518.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04518.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06100.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_06100.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04613.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04613.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00905.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00905.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03692.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03692.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13773.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13773.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14903.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14903.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11449.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11449.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08827.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08827.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05403.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05403.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03793.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_03793.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07748.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07748.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00664.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00664.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07483.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07483.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11287.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11287.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12097.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12097.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07650.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07650.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09860.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09860.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07323.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07323.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Icheon_Normal_00143.json,images/SolarPanel/Normal/PanelFront/2025_Icheon_Normal_00143.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02237.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02237.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13831.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13831.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01630.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01630.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01361.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01361.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13106.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13106.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09216.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09216.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05799.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_05799.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04695.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04695.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10340.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10340.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10485.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10485.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08120.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08120.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09287.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09287.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11698.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_11698.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01790.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01790.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01593.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_01593.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04373.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04373.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02924.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_02924.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08673.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_08673.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Eumseong_Normal_00217.json,images/SolarPanel/Normal/PanelFront/2025_Eumseong_Normal_00217.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13861.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_13861.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00183.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00183.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14375.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14375.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00835.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_00835.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04029.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_04029.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10214.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10214.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07030.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07030.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09463.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_09463.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10479.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10479.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12697.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12697.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14921.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_14921.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10923.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10923.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07018.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_07018.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12908.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_12908.jpg
Normal Solar,labels/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10464.json,images/SolarPanel/Normal/PanelFront/2025_Youngkwang_Normal_10464.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00049.json,images/SolarPanel/Positive/PanelFront/2025_Jukhyun_Positive_00049.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00114.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00114.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00375.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00375.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00102.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00102.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00219.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00219.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00028.json,images/SolarPanel/Positive/PanelFront/2025_Jejusehwa_Positive_00028.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01653.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01653.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00316.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00316.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01239.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01239.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00011.json,images/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00011.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00586.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00586.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00647.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00647.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00184.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00184.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00059.json,images/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00059.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01025.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01025.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00140.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00140.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00703.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00703.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00017.json,images/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00017.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00046.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00046.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00009.json,images/SolarPanel/Positive/PanelFront/2025_seogyeyang_Positive_00009.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00361.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00361.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00401.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00401.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00475.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00475.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00231.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00231.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00423.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00423.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00247.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00247.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00768.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00768.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01366.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01366.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00018.json,images/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00018.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00920.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00920.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00097.json,images/SolarPanel/Positive/PanelFront/2025_Jejuyongsu_Positive_00097.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00135.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00135.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00012.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00012.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00092.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00092.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00119.json,images/SolarPanel/Positive/PanelFront/2025_Jejumureung_Positive_00119.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00498.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00498.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00259.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00259.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00333.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00333.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00087.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00087.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00147.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00147.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00026.json,images/SolarPanel/Positive/PanelFront/2025_Jejuwasan_Positive_00026.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01535.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01535.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01502.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01502.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00295.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00295.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00020.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00020.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00128.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00128.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00396.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00396.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01126.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01126.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01514.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01514.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_GyeonggiGwangju_Positive_00023.json,images/SolarPanel/Positive/PanelFront/2025_GyeonggiGwangju_Positive_00023.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01165.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01165.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01158.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01158.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00094.json,images/SolarPanel/Positive/PanelFront/2025_Hadong_Positive_00094.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00369.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00369.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00446.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00446.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jeongjong_Positive_00047.json,images/SolarPanel/Positive/PanelFront/2025_Jeongjong_Positive_00047.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01269.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01269.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01543.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01543.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00234.json,images/SolarPanel/Positive/PanelFront/2025_Icheon_Positive_00234.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00089.json,images/SolarPanel/Positive/PanelFront/2025_Jejugasi_Positive_00089.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00838.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_00838.jpg
Hot Spot,labels/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01320.json,images/SolarPanel/Positive/PanelFront/2025_Youngkwang_Positive_01320.jpg
